code,name,brand,categories,countries,energy_kcal,fat,saturated_fat,carbohydrates,sugar,protein,salt,fiber,image_url,image_nutrition_url,main_category,energy_kcal_zscore,fat_zscore,saturated_fat_zscore,sugar_zscore,protein_zscore,salt_zscore,fiber_zscore,protein_to_fat_ratio,sugar_to_energy_ratio,integrity_score,risk_level
637480003247,soft baked protein bar,ATKINS,"Dietary supplements,Bodybuilding supplements,Protein shakes,Energy bars",en:Ireland,380.0,16.0,6.0,38.0,4.0,30.0,1.15,20.0,https://images.openfoodfacts.org/images/products/063/748/000/3247/front_en.25.400.jpg,https://images.openfoodfacts.org/images/products/063/748/000/3247/nutrition_en.27.400.jpg,Dietary supplements,0.41489759142881205,0.5015424871100548,0.7636243528899288,-0.3243233654652396,-0.4634407405463176,-0.05219238925289916,1.2883438401938685,1.7647058823529411,0.010498687664041995,0.9836834520098616,low
637480004305,High Protein Bar Chocolate Peanut Butter,Atkins,en:protein-bar,en:Ireland,240.0,15.0,,23.0,,16.0,,12.0,https://images.openfoodfacts.org/images/products/063/748/000/4305/front_en.6.400.jpg,,en:protein-bar,-0.34378468387398314,0.48316923364863695,,,-0.46110009136940033,,0.794726292054049,1.0,,0.9798924303005228,low
637913134029,Vegan protéines,"Eiyolab, Fit and healthy",en:dietary-supplements,France,92.0,0.7,0.1,0.2,0.0,21.0,1.1,,https://images.openfoodfacts.org/images/products/063/791/313/4029/front_fr.6.400.jpg,https://images.openfoodfacts.org/images/products/063/791/313/4029/nutrition_fr.12.400.jpg,en:dietary-supplements,-0.42060901348275465,-0.3041083176535138,-0.29599918399954134,-0.3490412552624303,-0.016946132597958966,0.2981485076938493,,12.352941176470589,0.0,0.9927821454288053,low
637913640162,Gainer 100% native,Fit And Healthy,Dietary supplements,en:Ireland,434.0,7.1,1.5,48.8,9.1,44.0,,,,,Dietary supplements,0.8053173942277289,-0.061363339228140176,-0.504680162787407,0.14593176778576034,0.004768004883806579,,,5.432098765432099,0.020919540229885056,0.897599913183008,moderate
639372021209,Peanut butter crunch,,"Snacks, Dietary supplements","en:Singapore, United States",453.0,20.93,10.47,30.23,11.63,34.88,0.785,2.3,https://images.openfoodfacts.org/images/products/063/937/202/1209/front_en.8.400.jpg,,Snacks,0.5831258676405179,0.7155168816322256,1.1965117698439858,-0.51301221463891,1.225004420297432,-0.016147240084968546,-1.031479582839397,1.5905152758777932,0.02561674008810573,0.9192485876918232,moderate
640516989927,"White Chocolate Cookies & Cream Flavour, Whey Protein",Naughty Boy,Protein powders,"Ireland,Uk",374.0,4.3,2.8,12.0,6.4,71.0,,2.8,https://images.openfoodfacts.org/images/products/064/051/698/9927/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/064/051/698/9927/nutrition_en.15.400.jpg,Protein powders,-0.030308667946462264,-0.18413568096787272,0.27814803486249556,0.3809643829510305,0.06884579085450838,,-0.34343456284362706,13.39622641509434,0.017066666666666667,0.8709565555507677,moderate
643843291916,Barre De Proteine,Premier protein,"Dietary supplements, Bodybuilding supplements, Protein bars, en:bars",France,290.0,8.0,4.0,25.0,9.0,30.0,0.0,3.0,https://images.openfoodfacts.org/images/products/064/384/329/1916/front_fr.4.400.jpg,,Dietary supplements,-0.23580207990271587,-0.004440278137760897,0.1999334570333351,0.13671107889848585,-0.4634407405463176,-0.09745520046722707,-0.3809225972955508,3.3333333333333335,0.030927835051546393,0.8763282848185017,moderate
643843671534,Premier Protein,Premier Protein,Protein shakes,"Finland, en:united-states",160.0,3.0,,,,,,,https://images.openfoodfacts.org/images/products/064/384/367/1534/front_en.4.400.jpg,,Protein shakes,0.12687155909293155,0.34268967074719703,,,,,,,,0.944697261689104,moderate
643843714507,Premier Protein Vanilla,Premier Protein,"Dietary supplements, Bodybuilding supplements, Protein shakes, Protin shake, Shake, Drink","France, en:united-states",160.0,3.0,0.5,3.0,1.0,30.0,0.625,0.0,https://images.openfoodfacts.org/images/products/064/384/371/4507/front_en.183.400.jpg,https://images.openfoodfacts.org/images/products/064/384/371/4507/nutrition_en.179.400.jpg,Dietary supplements,-1.1757016051593674,-0.32067950641764564,-0.7865256107157038,-0.6009440320834749,-0.4634407405463176,-0.07285584654639668,-0.6754990274407424,7.5,0.006211180124223602,0.9951246257935946,low
643843717003,Premier nutrition high protein shake chocolate,Premier Protein,"Beverages, Snacks, Sweet snacks, Cocoa and its products, Chocolates, en:bodybuilding-supplements","en:US, en:france",47.88,0.91,0.3,1.52,0.3,9.09,0.1626,0.9,https://images.openfoodfacts.org/images/products/064/384/371/7003/front_en.18.400.jpg,https://images.openfoodfacts.org/images/products/064/384/371/7003/nutrition_en.5.400.jpg,Beverages,-0.01458276850422668,0.04039907100175942,-0.022032051346348523,-0.3457431435006764,0.20851392027628754,-0.06698676693789639,-0.07321599027087007,4.759162303664921,0.0061374795417348605,0.9223730441726539,moderate
646648205164,Vegan protein,Alpha Foods,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver",en:Austria,378.0,7.2,1.5,5.5,3.0,70.0,0.74,9.2,https://images.openfoodfacts.org/images/products/064/664/820/5164/front_de.8.400.jpg,https://images.openfoodfacts.org/images/products/064/664/820/5164/nutrition_de.15.400.jpg,Nahrungsergänzungsmittel,0.2789890169296935,0.03273631147012648,-0.44376891298953003,-0.31021711459241325,0.4670654443771153,-0.079223168355604,0.45627519222738644,8.536585365853659,0.0079155672823219,1.0,low
646648205249,Vegan Protein Honest Nutrition Schokoladengeschmack,Alpha Foods,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver",en:Germany,423.0,6.8,2.3,12.7,2.9,73.0,0.73,12.9,https://images.openfoodfacts.org/images/products/064/664/820/5249/front_de.4.400.jpg,https://images.openfoodfacts.org/images/products/064/664/820/5249/nutrition_de.10.400.jpg,Nahrungsergänzungsmittel,0.7441994288291826,-0.015945966600706532,-0.20736614405021242,-0.32262454330150675,0.5761747832204126,-0.0837176875648962,0.9127570506226109,9.35897435897436,0.006839622641509434,0.992037643598571,low
652733892461,Protein bar,Eiyolab,"Dietary supplements, Bodybuilding supplements, Protein bars",en:Ireland,329.72,11.4,5.1,9.0,4.7,33.5,1.12,30.4,https://images.openfoodfacts.org/images/products/065/273/389/2461/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/065/273/389/2461/nutrition_en.6.400.jpg,Dietary supplements,0.05137337504493199,0.21060239709256076,0.5099634497544615,-0.25977854325431804,-0.34638855418878656,-0.053373158241099006,2.309542131363866,2.7016129032258065,0.014211417513304306,0.8341934025472035,moderate
653341044914,Musclepharm Combat XL Mass Gainer Vanilla - 12 LB,MusclePharm,Dietary supplements,France,383.0,2.1,1.5,75.9,5.1,15.0,0.0,0.0,,,Dietary supplements,0.43658758047319635,-0.37760256750802496,-0.504680162787407,-0.22289578770522003,-0.9650929677928792,-0.09745520046722707,-0.6754990274407424,4.838709677419355,0.01328125,0.9773081087583649,low
656272923822,Best Creatine,Scenit,"Dietary supplements, Bodybuilding supplements, Protein powders, Creatine powders",Spain,398.0,0.0,0.0,0.0,0.0,99.5,0.0,,https://images.openfoodfacts.org/images/products/065/627/292/3822/front_en.18.400.jpg,https://images.openfoodfacts.org/images/products/065/627/292/3822/nutrition_en.23.400.jpg,Dietary supplements,0.5450375256951177,-0.5104230433855765,-0.9274483346798522,-0.69315092095622,1.8608812456960846,-0.09745520046722707,,99.5,0.0,1.0,low
658010114059,Raw Organic Perfect Food GREEN SUPERFOOD Juiced Greens Powder,Garden of Life,en:food-supplement,"en:france, World",362.0,0.0,,58.0,14.5,29.0,1.81,14.5,https://images.openfoodfacts.org/images/products/065/801/011/4059/front_en.19.400.jpg,https://images.openfoodfacts.org/images/products/065/801/011/4059/nutrition_en.21.400.jpg,en:food-supplement,0.049887970240599766,-0.5773502691896257,0.0,0.0,0.7071067811865475,0.0,0.0,29.0,0.03994490358126722,0.7901699611419656,moderate
658010115940,RAW ORGANIC PROTEIN PLANT-BASED,Garden of Life,"Dietary supplements, Bodybuilding supplements, Protein powders","en:france, World",1140.0,24.5,8.16,57.1,0.0,180.0,7.35,40.8,https://images.openfoodfacts.org/images/products/065/801/011/5940/front_en.31.400.jpg,https://images.openfoodfacts.org/images/products/065/801/011/5940/nutrition_en.33.400.jpg,Dietary supplements,5.9096948160061595,1.039149175185859,1.3724105204150499,-0.69315092095622,4.5530815319192985,0.19183320164173828,3.3307404225338635,7.0588235294117645,0.0,0.7846454799765362,moderate
658010116039,Raw Organic Protein Plant-Based Vanilla Flavor,Garden of Life,"Dietary supplements, Bodybuilding supplements, Protein powders","en:spain, World",394.0,7.58,1.52,18.2,0.0,66.7,2.27,15.2,https://images.openfoodfacts.org/images/products/065/801/011/6039/front_en.35.400.jpg,https://images.openfoodfacts.org/images/products/065/801/011/6039/nutrition_en.21.400.jpg,Dietary supplements,0.5161175403026053,-0.031004373313271213,-0.499043253828841,-0.69315092095622,0.7639350421169366,-0.008110347026771098,0.8170215519615618,7.773892773892774,0.0,0.8748356190327761,low
658010118026,Organic Plant Protein Grain Free Smooth Vanilla,Garden of Life,"Beverages, Dietary supplements, Bodybuilding supplements, Protein powders","en:france, United States, World",339.62264150943,7.5471698113208,0.0,18.867924528302,0.0,56.603773584906,2.6415094339623,7.5471698113208,https://images.openfoodfacts.org/images/products/065/801/011/8026/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/065/801/011/8026/nutrition_en.9.400.jpg,Beverages,2.670886441840038,3.105355003628282,-0.2638917985836642,-0.3837558735348744,3.1531130178821423,0.624640961961468,1.5507581938023154,6.622516556291396,0.0,0.7937162366519064,moderate
658010119436,Organic Plant-Based Protein,Garden of Life,Protein powders,"Spain, World",378.0,6.67,1.11,15.6,0.0,66.7,2.56,6.67,https://images.openfoodfacts.org/images/products/065/801/011/9436/front_en.51.400.jpg,https://images.openfoodfacts.org/images/products/065/801/011/9436/nutrition_en.53.400.jpg,Protein powders,0.001808990405917626,0.37180171005488605,-0.45762541205151847,-0.8321342370504639,-0.08658781275171383,1.3304368963051014,0.4828099873657563,8.696219035202086,0.0,0.9647109432251879,low
658010122368,Organic Protein Delicious Protein Shake,Garden of Life,"Beverages, Dietary supplements, Bodybuilding supplements, Protein shakes, en:protein-powders","France, United States, World",381.0,7.94,3.17,19.0,,63.5,2.62,12.7,https://images.openfoodfacts.org/images/products/065/801/012/2368/front_en.31.400.jpg,https://images.openfoodfacts.org/images/products/065/801/012/2368/nutrition_en.33.400.jpg,Beverages,3.0517619342154334,3.286758712066399,2.2917595305573046,,3.5804969225194787,0.6186397257898514,2.809649336778132,7.102908277404921,,0.8094194573775254,moderate
658010134033,Grass Fed Whey+,Garden of Life,"Protein-supplement,Protein mix,Protein powders","en:Ireland, World",110.0,,,5.0,,30.0,,1.0,https://images.openfoodfacts.org/images/products/065/801/013/4033/front_en.6.400.jpg,,Protein-supplement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.9853294098620886,low
659525312947,Rooibos latte chocolat blanc,Kroon,"Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Herbal teas,Rooibos",France,408.0,9.7,9.1,74.5,51.7,4.2,0.291,,https://images.openfoodfacts.org/images/products/065/952/531/2947/front_fr.9.400.jpg,https://images.openfoodfacts.org/images/products/065/952/531/2947/nutrition_fr.11.400.jpg,Plant-based foods and beverages,0.9164941534149647,0.1488720760032884,1.1485610397479757,3.0092186771420986,-0.46096680380741845,-0.15726556010379023,,0.39252336448598135,0.12640586797066014,0.8176036392808116,moderate
660726503171,Genuine Protein Powder,Muscle Milk,"Beverages, Dietary supplements, Bodybuilding supplements, Protein powders","France, United States",386.0,11.4,4.29,31.4,2.86,45.7,0.482,8.57,https://images.openfoodfacts.org/images/products/066/072/650/3171/front_en.52.400.jpg,https://images.openfoodfacts.org/images/products/066/072/650/3171/nutrition_en.54.400.jpg,Beverages,3.0977865605170614,4.884540270826521,3.19470258690995,-0.021367847208853135,2.477367030221578,0.02212737881665826,1.8006464723109812,3.685483870967742,0.007390180878552971,0.9881895825625111,low
660726504277,cookies and cream protein powder,Muscle Milk,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver",en:Ireland,414.0,12.9,5.0,31.4,4.29,45.7,0.464,8.57,https://images.openfoodfacts.org/images/products/066/072/650/4277/front_de.5.400.jpg,https://images.openfoodfacts.org/images/products/066/072/650/4277/nutrition_de.7.400.jpg,Nahrungsergänzungsmittel,0.6511573464492847,0.7264587739794964,0.5904932011199846,-0.15016128424510714,-0.41672020025359247,-0.20327189853206842,0.3785499028249565,3.287769784172662,0.01033734939759036,1.0,low
660726534212,Protein Powder Supplement,Muscle Milk,Protein powders,"France, United States",378.0,6.1,3.05,20.7,3.66,61.0,0.000275,1.22,https://images.openfoodfacts.org/images/products/066/072/653/4212/front_en.12.400.jpg,https://images.openfoodfacts.org/images/products/066/072/653/4212/nutrition_en.16.400.jpg,Protein powders,0.001808990405917626,0.23809524892283007,0.38699026073734977,-0.13839346373710928,-0.29262770590414816,-0.9990031446741253,-0.6807643792081816,8.591549295774648,0.009656992084432717,0.9969871790538387,low
660726752210,Muscle milk protein,Muscle,"Dietary supplements, Bodybuilding supplements, Protein bars",France,235.0,8.8,5.3,24.0,14.0,17.0,0.24,1.0,https://images.openfoodfacts.org/images/products/066/072/675/2210/front_en.4.400.jpg,,Dietary supplements,-0.6334518790497607,0.04615799838702071,0.566332539340121,0.5977455232622113,-0.8982060041600044,-0.08800904856162821,-0.5773068840590119,1.7346938775510203,0.059322033898305086,0.8747907911030677,moderate
660989030766,"Galette de soja, tomates et basilic",Qilibri,"Plant-based foods and beverages,Plant-based foods,Meat alternatives,Vegetarian patties,Patties from soy and or wheat proteins",France,88.0,4.2,0.5,6.5,2.7,5.5,0.8,0.9,https://images.openfoodfacts.org/images/products/066/098/903/0766/front_fr.11.400.jpg,https://images.openfoodfacts.org/images/products/066/098/903/0766/nutrition_fr.6.400.jpg,Plant-based foods and beverages,-0.6566651687066091,-0.25688314460663675,-0.24979803849568694,-0.4255635285970864,-0.37263777008852816,0.48412854090736795,-0.6332093431743006,1.0576923076923077,0.030337078651685397,0.8707671361323668,moderate
660989069797,Whey Advanced Creamy Vanilla,Fitcorp,Dietary supplements,en:Ireland,383.333333333333,8.33333333333333,5.33333341280619,4.00000015894572,3.66666674613953,76.6666666666667,,,https://images.openfoodfacts.org/images/products/066/098/906/9797/front_en.3.400.jpg,,Dietary supplements,0.4389975792559031,0.0166423370808979,0.5757274100034604,-0.3550589877615425,1.0972550775540975,,,8.21428571428572,0.009540329781802775,0.9987692666534072,low
661537366139,Protein Blueberry Cheesecake,Bowmar Nutrition,en:protein-supplement,en:Ireland,120.0,2.5,1.5,4.0,1.0,22.0,,,https://images.openfoodfacts.org/images/products/066/153/736/6139/front_en.3.400.jpg,,en:protein-supplement,-1.4877063831195327,-0.0022072820249341265,-0.3272850924684839,-0.5496218500533889,-1.4485874565474692,,,6.285714285714286,0.008264462809917356,1.0,low
665553121925,Isonatural pure whey protein unflavoured,Allmax,"Supplementi dietetici, Integratori per bodybuilding, Proteine in polvere",Italy,379.31034482759,0.0,0.0,0.0,0.0,93.103448275862,0.38793103448275,,https://images.openfoodfacts.org/images/products/066/555/312/1925/front_it.7.400.jpg,https://images.openfoodfacts.org/images/products/066/555/312/1925/nutrition_it.5.400.jpg,Supplementi dietetici,0.10008192459240806,-0.9342197248410508,-0.9897765321257346,-0.8037776260852021,1.459981486232479,-0.4876789018745908,,93.103448275862,0.0,0.9958668864915582,low
665553200248,ISO Natural Pure Whey Protein Isolate,Allmax Nutrition,"Dietary supplements, Bodybuilding supplements, en:protein-powders",France,387.0,0.0,0.0,6.45,0.0,87.1,0.403,0.0,https://images.openfoodfacts.org/images/products/066/555/320/0248/front_fr.9.400.jpg,,Dietary supplements,0.4655075658657087,-0.5104230433855765,-0.9274483346798522,-0.69315092095622,1.4461820711722602,-0.08159353705907563,-0.6754990274407424,87.1,0.0,1.0,low
666873881001,Vegan,Beyond Yourself,en:protein-supplement,en:Ireland,341.0,5.9,4.92,6.56,,65.6,,3.28,https://images.openfoodfacts.org/images/products/066/687/388/1001/front_en.4.400.jpg,,en:protein-supplement,0.3828916397229123,1.14968594214994,1.671491722249757,,0.1741119972764348,,0.9427760962126079,9.507246376811592,,1.0,low
667803000905,"Pg Tips, Pyramid Tea Bags, Black Tea","PG Tips,Unilever","Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Beverage preparations,Teas,Herbal teas,Unsweetened beverages,Tea leaves,Tea bags","France,Germany,United States",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://images.openfoodfacts.org/images/products/066/780/300/0905/front_fr.15.400.jpg,https://images.openfoodfacts.org/images/products/066/780/300/0905/nutrition_fr.17.400.jpg,Beverages and beverages preparations,-0.3479966742424988,-0.23108957197067934,-0.23513588540928487,-0.3247517753306857,-0.26792784160101735,-0.05999135681129483,,0.0,0.0,0.9956171564369409,low
669393937395,When protein hazelnoot,CN,en:protein-powders,en:The Netherlands,386.0,6.3,,4.4,,80.0,,,https://images.openfoodfacts.org/images/products/066/939/393/7395/front_en.3.400.jpg,,en:protein-powders,0.32448035829102295,0.6986927529921274,,,0.34894378030685624,,,10.95890410958904,,0.9966715149279712,low
669852128821,pure whey isolat,AM Nutrition,"Dairies, Dietary supplements, Whey powder, Complement-alimentaire, en:milks",en:France,393.0,1.0,0.6,5.5,5.5,91.0,0.25,0.0,https://images.openfoodfacts.org/images/products/066/985/212/8821/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/066/985/212/8821/nutrition_en.7.400.jpg,Dairies,0.8960728688872083,-0.7466381345224358,-0.66870430188131,-0.36247761402212636,1.8965408937208412,-0.10679823547887046,-0.7813205725258183,45.5,0.013959390862944163,0.9273589040701036,low
676307208496,Whey Pro Synergy American Strawberry Milkshake,Gym High,en:dietary-supplements,en:United Kingdom,351.0,1.0,0.667,2.67,1.67,84.0,0.0,0.667,https://images.openfoodfacts.org/images/products/067/630/720/8496/front_en.3.400.jpg,,en:dietary-supplements,1.0090276379473495,-0.2563392955507954,-0.08421599750977556,-0.2641804680391778,1.9643516854718415,-0.37697026020208024,-0.4088382046477455,42.0,0.004744318181818182,0.9997328877882234,low
676424700132,Recovery 8,Mnstry,sports nutrition,en:germany,187.0,0.7,0.2,75.8,63.0,15.2,0.24,4.1,,,sports nutrition,-0.7071067811865476,0.7071067811865476,0.7071067811865475,0.7071067811865476,0.7071067811865475,-0.7071067811865475,0.7071067811865475,8.941176470588236,0.3351063829787234,0.7886588899564869,moderate
676424702006,Power Carb Heat 1:0.8,Mnstry,de:sports nutrition,Germany,385.0,0.1,0.1,95.3,50.1,0.1,1.19,0.1,https://images.openfoodfacts.org/images/products/067/642/470/2006/front_de.3.400.jpg,https://images.openfoodfacts.org/images/products/067/642/470/2006/nutrition_de.7.400.jpg,de:sports nutrition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.12979274611398964,0.9757193201057014,low
676424702983,Power Carb 1:08 Sour Cherry,MNSTRY,Sports nutrition,en:germany,386.0,0.1,0.01,95.0,46.9,0.1,0.9825,0.1,https://images.openfoodfacts.org/images/products/067/642/470/2983/front_en.15.400.jpg,https://images.openfoodfacts.org/images/products/067/642/470/2983/nutrition_en.17.400.jpg,Sports nutrition,1.1113671493020467,-0.5604550051436347,-0.5648456215110511,0.9142177479837931,-0.5597691428330556,-0.15591922231787442,0.7071067811865475,0.09090909090909091,0.12118863049095607,1.0,low
676424709708,Gel 40 Caffeine Matcha,MNSTRY,"Snacks,Sweet snacks,Bars,Dietary supplements,Bodybuilding supplements,Energy bars",Germany,267.0,0.0,0.0,67.0,25.0,0.0,0.21,0.0,,https://images.openfoodfacts.org/images/products/067/642/470/9708/nutrition_de.5.400.jpg,Snacks,-1.5251036699527656,-2.2209721528877977,-1.4682142223370465,0.4864725405235226,-1.7122900225219113,-0.09235667316089417,-1.386245254238106,0.0,0.09328358208955224,0.9972339243830728,low
676424709746,Protein Bar8 Haselnuss,MNSTRY,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinriegel",en:germany,392.0,13.0,4.6,47.0,37.0,21.0,0.00625,5.5,https://images.openfoodfacts.org/images/products/067/642/470/9746/front_de.6.400.jpg,https://images.openfoodfacts.org/images/products/067/642/470/9746/nutrition_de.11.400.jpg,Nahrungsergänzungsmittel,0.42372114507620123,0.7386293434972047,0.4722918166503257,3.908308646499376,-1.3150537567300735,-0.4090085153374184,-0.00020666616783777172,1.5,0.09414758269720101,0.8808562335921192,moderate
680275029236,Infusion baie rouge,,en:herbal-teas,France,0.0,0.0,0.0,0.0,0.0,0.0,0.054,,https://images.openfoodfacts.org/images/products/068/027/502/9236/front_fr.9.400.jpg,,en:herbal-teas,-0.4553366048065619,-0.25359998260063055,-0.31081899912230815,-0.3050186590902026,-0.4630384736734289,-0.2468720499007561,,0.0,0.0,0.9738244282969177,low
682430400102,Voss Eau mineral water,Voss,"Beverages, Waters, Spring waters, Mineral waters, Unsweetened beverages","Australie,France,États-Unis",0.0,0.0,,0.0,,0.0,0.0015,,https://images.openfoodfacts.org/images/products/068/243/040/0102/front_en.18.400.jpg,https://images.openfoodfacts.org/images/products/068/243/040/0102/nutrition_fr.8.400.jpg,Beverages,-0.4553145899686159,-0.379826714683706,,,-0.3548260078691013,-0.11193444659055374,,0.0,,1.0,low
682471001603,HYDRATE,L...,en:dietary-supplement,en:Ireland,109.0,0.0,,18.2,,0.0,12.8,,https://images.openfoodfacts.org/images/products/068/247/100/1603/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/068/247/100/1603/nutrition_en.6.400.jpg,en:dietary-supplement,-0.6637732985458269,-0.5383447539362729,,,-0.7145600600288334,2.7227464388958866,,0.0,,0.8080580378150919,moderate
684910246897,Super greens s příchutí manga,Blendea,Dietary supplements,"Ireland,Czech Republic",283.333333333333,1.66666666666667,,18.3333333333333,5.0,28.3333333333333,,45.0,https://images.openfoodfacts.org/images/products/068/491/024/6897/front_cs.11.400.jpg,,Dietary supplements,-0.2840020555569057,-0.40500996729228145,,-0.23211647659249451,-0.5191798769070478,,3.743147424737132,10.624999999999973,0.017584994138335308,0.7965801838890403,moderate
685457389559,Collagen Peptides,Healthy Bones Co,en:dietary-supplements,en:Austria,336.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,https://images.openfoodfacts.org/images/products/068/545/738/9559/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/068/545/738/9559/nutrition_en.7.400.jpg,en:dietary-supplements,0.9262301484822856,-0.41556936922652354,-0.3333507160083184,-0.3490412552624303,-0.6773787386212258,-0.03327343290960703,-0.4498247917636744,0.0,0.0,0.9779439325493894,low
686203000117,Simply  Protein - peanut butter chocolate,,"Plant-based foods and beverages, Plant-based foods, Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Nuts and their products, Bars, Chocolate candies, Dietary supplements, Bars covered with chocolate, Bodybuilding supplements, Nut bars, Energy bars, Peanut bars, Protein bars, Protein Energy Bars",Ireland,375.0,11.2,2.5,35.0,2.5,37.5,,17.5,https://images.openfoodfacts.org/images/products/068/620/300/0117/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/068/620/300/0117/nutrition_en.6.400.jpg,Plant-based foods and beverages,0.7542620983211774,0.25953259071508616,0.07540174714237416,-0.4395830478041851,1.8016153676072333,,1.1760703819775373,3.0737704918032787,0.006648936170212766,0.9740317605905789,low
686207001189,Dipped Snack Bar - Birthday Cake,Simply Protein,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Protein bars","en:Ireland, World",400.0,8.0,6.0,52.0,16.0,28.0,,16.0,https://images.openfoodfacts.org/images/products/068/620/700/1189/front_en.3.400.jpg,,Snacks,-0.017606204899503777,-1.0985683174286391,0.05884938349735596,-0.1863294636995061,0.645629828365176,,1.0816898511442183,3.111111111111111,0.0399002493765586,0.8416402303959742,moderate
686207006139,Snack Bar - Lemon Coconut,"SimplyProtein, Simply Protein","Snacks, Sweet snacks, Bars, Cereal bars, en:protein-bars","Ireland, World, en:canada",375.0,11.2,7.5,42.5,5.0,32.5,1.12,17.5,https://images.openfoodfacts.org/images/products/068/620/700/6139/front_en.20.400.jpg,https://images.openfoodfacts.org/images/products/068/620/700/6139/nutrition_en.22.400.jpg,Snacks,-0.30097039005989135,-0.6496067832449759,0.44061528495595653,-1.0086430244165412,1.0245812329720294,0.028253038315788133,1.3130587672738114,2.6639344262295084,0.013297872340425532,0.977701413182554,low
686207006146,SNK Bar - Crispy/Crunchy Peanut Butter Chocolate,Simply Protein,"Snacks, Sweet snacks, Bars, Cereal bars, Chocolate cereal bars, en:protein-bars","Ireland, World, en:canada",425.0,20.0,5.0,35.0,5.0,32.5,1.12,17.5,https://images.openfoodfacts.org/images/products/068/620/700/6146/front_en.35.400.jpg,https://images.openfoodfacts.org/images/products/068/620/700/6146/nutrition_en.37.400.jpg,Snacks,0.2657579802608838,0.5850374357600985,-0.19566121747504442,-1.0086430244165412,1.0245812329720294,0.028253038315788133,1.3130587672738114,1.5476190476190477,0.011737089201877934,0.8953740561562155,low
686207206027,Cocoa Coffee Protein Bar,"Simply Protein Bar, simplyprotein",en:Protein bars,"France, World",310.0,8.75,1.25,40.0,2.5,37.5,0.325,,https://images.openfoodfacts.org/images/products/068/620/720/6027/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/068/620/720/6027/nutrition_fr.7.400.jpg,en:Protein bars,-0.8288941618815499,-0.808702917226541,-1.3114183106284807,-0.9783358447847325,0.7492665772172795,-0.2689296612822068,,3.8461538461538463,0.008038585209003215,0.9980236460496685,low
687910004603,meta bar,,"Dietary supplements,Bodybuilding supplements,Protein bars","Canada,Germany",275.0,12.5,10.0,,0.0,35.0,1.38,17.5,https://images.openfoodfacts.org/images/products/068/791/000/4603/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/068/791/000/4603/nutrition_en.13.400.jpg,Dietary supplements,-0.3442520251246372,0.2801750273141354,1.891006144603116,-0.69315092095622,-0.2962233314641304,-0.04313982701003358,1.0428634817395421,2.5925925925925926,0.0,0.8751412887711121,low
689076060653,LiquiD3 Tropical Cherry Flavour 5000 IU,Tcentials,"Dietary supplements, Vitamins",Germany,100.0,,,20.0,20.0,,,,https://images.openfoodfacts.org/images/products/068/907/606/0653/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/068/907/606/0653/nutrition_en.9.400.jpg,Dietary supplements,-1.6095013860470526,,,1.1509868564986818,,,,,0.19801980198019803,0.9647060156934008,low
691047021372,Beef isolate protein,,Protein powder,en:Ireland,110.0,,,0.259999990463257,,27.0,,,,https://images.openfoodfacts.org/images/products/069/104/702/1372/nutrition_en.5.400.jpg,Protein powder,-1.1109033784169757,,,,-0.8054241655206792,,,,,0.9917300013277204,low
691535701014,Nugo Stronger,"Lifestyle Evolution Inc., NuGo, NuGo Nutrition","Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Bars, Chocolate candies, Dietary supplements, Bars covered with chocolate, Bodybuilding supplements, Protein bars","France, United States",400.0,15.0,7.5,42.0,17.5,32.5,0.0,0.0,https://images.openfoodfacts.org/images/products/069/153/570/1014/front_en.19.400.jpg,https://images.openfoodfacts.org/images/products/069/153/570/1014/nutrition_en.21.400.jpg,Snacks,-0.017606204899503777,-0.11646496140187551,0.44061528495595653,-0.0741957963290013,1.0245812329720294,-0.12018968350166702,-1.386245254238106,2.03125,0.043640897755610975,0.8642542510955465,moderate
